user_id,used_before,age_group,gender,time,freq_use,style,color,mbti
339,Yes,20s,F,morning,seasonal,"classic , suit,romantic , lovely,sports","white,black,blue,pink , coral,green , mint,purple",
340,Yes,20s,F,morning,daily,street,black,ISTJ
341,Yes,30s,F,morning,weekly,casual,white,ESTJ
342,Yes,30s,F,anytime,daily,"casual,freestyle","white,black",ISFP
343,Yes,20s,F,anytime,rarely,casual,"white,black,beige , brown",INFJ
344,Yes,40s,M,anytime,daily,"casual,vintage",그레이,ENFJ
345,Yes,50s,F,,none ,"minimal , simple,modern , chic","white,beige , brown,pink , coral",
346,Yes,30s,M,morning,daily,"minimal , simple,street","beige , brown,blue,pink , coral",INFP
347,Yes,50s,M,morning,rarely,"minimal , simple","beige , brown",ISTJ
348,No,20s,M,,none ,"casual,minimal , simple","white,black",ISTJ
349,Yes,20s,F,morning,rarely,casual,white,
350,Yes,40s,F,morning,rarely,"minimal , simple","beige , brown,green , mint",INTP
351,Yes,20s,F,morning,daily,"romantic , lovely",blue,ISTP
352,Yes,50s,M,anytime,daily,"casual,classic , suit,romantic , lovely","white,black,blue,green , mint",
353,Yes,50s,F,morning,weekly,"romantic , lovely","pink , coral",INFP
354,Yes,30s,M,anytime,rarely,"casual,street,freestyle","white,black",ISTJ
355,Yes,30s,F,morning,weekly,"casual,minimal , simple,sports,modern , chic","white,black,beige , brown",INTJ
356,Yes,20s,F,,none ,freestyle,"white,black",INFJ
357,Yes,40s,F,morning,rarely,"casual,minimal , simple","white,pink , coral,purple",
358,Yes,20s,M,anytime,rarely,casual,"black,blue",INFP
359,Yes,30s,F,anytime,weekly,casual,"white,black",INTJ
360,Yes,40s,F,morning,weekly,casual,"white,black,beige , brown,blue,pink , coral,red,green , mint,yellow , orange",ISFJ
361,Yes,20s,F,morning,rarely,street,"beige , brown,green , mint",
362,Yes,40s,M,morning,weekly,"romantic , lovely","white,pink , coral",INFP
363,Yes,30s,F,anytime,daily,"casual,minimal , simple,freestyle",black,ISFJ
364,Yes,30s,M,morning,weekly,"casual,minimal , simple,street,freestyle","white,black,beige , brown,blue,red,purple,yellow , orange",ISTJ
365,Yes,40s,M,morning,rarely,casual,"black,blue",INFJ
366,Yes,10대,M,morning,rarely,casual,white,ENFP
367,Yes,30s,M,morning,weekly,"casual,modern , chic","black,beige , brown",ISTP
368,Yes,30s,F,morning,weekly,casual,black,ISFP
369,Yes,50s,F,morning,weekly,"minimal , simple",black,INFJ
370,Yes,50s,F,morning,daily,"romantic , lovely","white,black",
371,Yes,30s,M,morning,seasonal,casual,black,
372,Yes,30s,F,morning,daily,"casual,minimal , simple,sports,modern , chic","white,beige , brown,pink , coral,green , mint",ISFJ
373,Yes,30s,N,morning,daily,freestyle,"black,beige , brown",
374,Yes,20s,M,anytime,rarely,"minimal , simple","white,black,blue",
375,Yes,30s,F,,none ,"casual,minimal , simple","white,beige , brown,pink , coral,yellow , orange",ESTJ
376,Yes,40s,M,evening,rarely,casual,black,INTJ
377,Yes,20s,N,morning,weekly,"casual,street","white,beige , brown",INTP
378,Yes,30s,F,anytime,daily,"minimal , simple,classic , suit,modern , chic","black,blue",ENFJ
379,Yes,40s,M,morning,daily,"classic , suit","beige , brown",
380,Yes,30s,M,anytime,daily,"casual,sports",white,ENTJ
381,Yes,50s,M,morning,rarely,casual,"beige , brown",
382,Yes,40s,F,morning,weekly,"street,classic , suit","pink , coral",
383,Yes,40s,F,morning,daily,freestyle,"white,black,pink , coral",ISFP
384,Yes,20s,F,morning,daily,"casual,minimal , simple,classic , suit","white,beige , brown",ESFJ
385,Yes,50s,F,evening,seasonal,vintage,blue,ISFJ
386,Yes,50s,M,morning,seasonal,casual,"black,purple",
387,Yes,20s,F,anytime,rarely,freestyle,"yellow , orange",ISFP
388,Yes,40s,F,anytime,daily,"minimal , simple","beige , brown",ISFJ
389,Yes,30s,F,anytime,daily,"casual,modern , chic,freestyle","white,black,beige , brown,green , mint",INFP
390,Yes,30s,M,evening,rarely,"minimal , simple,modern , chic","beige , brown,yellow , orange",
391,Yes,30s,M,morning,weekly,"minimal , simple,modern , chic","white,black",INTJ
392,Yes,40s,M,morning,weekly,casual,"white,beige , brown",
393,Yes,40s,M,morning,weekly,"casual,freestyle","white,black",
394,Yes,40s,M,afternoon,rarely,casual,blue,INTP
395,Yes,30s,F,afternoon,rarely,"casual,classic , suit","beige , brown",ISFP
396,No,20s,M,,none ,casual,"white,black,blue",INTJ
397,Yes,30s,M,anytime,rarely,casual,"black,beige , brown",ISFP
398,Yes,30s,F,anytime,rarely,casual,blue,INTJ
399,Yes,30s,M,morning,rarely,"casual,modern , chic,freestyle","black,beige , brown,purple,yellow , orange",INFP
400,Yes,50s,F,anytime,seasonal,"casual,romantic , lovely,modern , chic,freestyle","beige , brown,pink , coral,green , mint",INTJ
401,Yes,20s,N,morning,weekly,"romantic , lovely","white,beige , brown,blue,pink , coral,green , mint",INFJ
402,Yes,30s,M,morning,daily,"casual,classic , suit","white,black,beige , brown,blue",ENTP
403,Yes,10대,F,morning,weekly,street,red,ISTJ
404,Yes,40s,F,afternoon,rarely,"minimal , simple","black,beige , brown",ISTP
405,Yes,40s,M,,none ,"minimal , simple","black,blue",ISTP
406,Yes,40s,F,anytime,weekly,"casual,romantic , lovely","beige , brown,pink , coral,yellow , orange",ISFP
407,Yes,30s,F,anytime,daily,"minimal , simple","black,beige , brown",INTP
408,Yes,50s,M,morning,daily,"modern , chic","white,black,blue",INTJ
409,Yes,30s,F,morning,daily,casual,"black,blue",ESFJ
410,Yes,20s,F,morning,weekly,"minimal , simple,romantic , lovely","white,black,beige , brown",ISFJ
411,Yes,10대,F,anytime,weekly,"minimal , simple","white,black",ENTJ
412,Yes,40s,M,anytime,rarely,"casual,vintage","black,blue",INFJ
413,Yes,30s,M,anytime,rarely,"casual,street,classic , suit","white,black",INTJ
414,Yes,40s,M,evening,rarely,"casual,minimal , simple,classic , suit,sports","white,black,beige , brown,blue,green , mint",ISFP
415,Yes,30s,F,morning,weekly,freestyle,"white,black,beige , brown,blue,pink , coral,red,yellow , orange",ENFJ
416,Yes,30s,M,morning,rarely,casual,black,ISTP
417,Yes,50s,M,morning,weekly,"classic , suit","beige , brown",ESTJ
418,Yes,30s,F,anytime,rarely,"casual,romantic , lovely","white,black,beige , brown,pink , coral,green , mint",ISFJ
419,Yes,30s,M,anytime,daily,"casual,minimal , simple","white,black,beige , brown",ISTP
420,Yes,30s,F,morning,daily,"casual,romantic , lovely","pink , coral",ENTP
421,Yes,10대,N,morning,seasonal,freestyle,"white,beige , brown,blue",ISFP
422,Yes,30s,M,afternoon,weekly,casual,blue,
423,Yes,20s,F,afternoon,rarely,street,"white,black,beige , brown",
424,Yes,20s,F,afternoon,rarely,casual,"white,pink , coral,green , mint",ISTJ
425,Yes,40s,M,,none ,freestyle,"white,black",INFP
426,Yes,40s,F,morning,daily,"minimal , simple,romantic , lovely,freestyle","pink , coral,red,yellow , orange",ENFP
427,Yes,20s,F,morning,rarely,casual,black,
428,Yes,20s,F,morning,daily,"casual,classic , suit,romantic , lovely",white,INFP
429,Yes,30s,F,evening,weekly,casual,"white,beige , brown,pink , coral",INFP
430,Yes,30s,M,morning,daily,casual,"beige , brown,blue",
431,Yes,30s,M,morning,weekly,"casual,minimal , simple","white,black",ISTJ
432,Yes,30s,M,morning,weekly,casual,"beige , brown",
433,Yes,20s,F,morning,daily,"romantic , lovely,modern , chic","white,green , mint",ENFJ
434,Yes,20s,M,anytime,weekly,"minimal , simple,vintage,modern , chic,freestyle","white,black,beige , brown",ESTP
435,Yes,30s,F,morning,rarely,"minimal , simple,modern , chic","beige , brown,blue,pink , coral",INFP
436,Yes,10대,F,afternoon,weekly,"minimal , simple",black,
437,Yes,50s,M,morning,rarely,casual,"yellow , orange",ENFP
438,Yes,30s,M,morning,daily,"casual,minimal , simple,sports,modern , chic","white,black,beige , brown,blue,green , mint",INTJ
439,Yes,40s,M,anytime,weekly,casual,"white,black",
440,Yes,30s,F,anytime,weekly,"minimal , simple,romantic , lovely","black,beige , brown,pink , coral,purple",ENFJ
441,Yes,20s,F,morning,weekly,casual,white,INTP
442,Yes,10대,F,morning,rarely,"casual,romantic , lovely","white,blue,green , mint",ESFJ
443,Yes,40s,F,anytime,daily,"romantic , lovely","white,pink , coral,green , mint",ENFJ
444,Yes,40s,M,anytime,rarely,"minimal , simple,classic , suit","beige , brown",
445,Yes,30s,M,morning,weekly,"classic , suit","white,black,beige , brown",ENTJ
446,Yes,50s,M,morning,daily,"classic , suit","black,blue",ESFJ
447,Yes,40s,M,anytime,rarely,"casual,minimal , simple","white,black,blue,pink , coral",
448,Yes,30s,M,morning,daily,"classic , suit,freestyle","white,black",ISTJ
449,Yes,40s,M,afternoon,daily,"sports,modern , chic","black,beige , brown",INTJ
450,Yes,30s,M,anytime,weekly,street,black,ENTP
451,Yes,50s,F,afternoon,rarely,"classic , suit,freestyle","white,beige , brown",ENFP
452,Yes,30s,F,morning,weekly,"casual,romantic , lovely,modern , chic","white,pink , coral,yellow , orange",ISFJ
453,Yes,20s,F,afternoon,weekly,casual,"black,beige , brown",INFJ
454,Yes,50s,M,morning,daily,"classic , suit","beige , brown,blue",
455,Yes,40s,F,anytime,daily,"minimal , simple","white,black,beige , brown,blue",ESFJ
456,Yes,10대,F,morning,rarely,casual,"white,beige , brown",ISTP
457,Yes,30s,M,morning,daily,"casual,modern , chic","white,black",ENTJ
458,Yes,20s,F,anytime,rarely,"romantic , lovely,freestyle","white,black,pink , coral",estp
459,Yes,30s,M,morning,daily,casual,white,ISFP
460,Yes,50s,F,anytime,rarely,"modern , chic","white,black",
461,Yes,20s,F,afternoon,rarely,casual,"white,blue,pink , coral",
462,Yes,20s,M,morning,weekly,"casual,street,sports","white,black,beige , brown,blue,red",ISFP
463,Yes,40s,F,morning,rarely,"casual,minimal , simple,street,sports","white,black,beige , brown",INFP
464,Yes,30s,M,morning,weekly,"casual,minimal , simple,classic , suit","white,black,beige , brown",ISTP
465,Yes,10대,F,anytime,seasonal,"modern , chic,freestyle","black,blue",ESFP
466,Yes,50s,M,morning,rarely,casual,"white,black,beige , brown",
467,Yes,40s,M,morning,rarely,casual,"beige , brown",
468,Yes,30s,F,morning,daily,"casual,minimal , simple","white,black",
469,Yes,40s,M,morning,weekly,"casual,minimal , simple","white,black,green , mint",INFJ
470,Yes,50s,M,morning,rarely,"minimal , simple",blue,INTJ
471,Yes,50s,F,morning,daily,"minimal , simple","white,beige , brown,pink , coral,green , mint,yellow , orange",ENFJ
472,Yes,40s,F,anytime,rarely,"casual,minimal , simple,classic , suit,romantic , lovely","white,beige , brown",ISFP
473,Yes,30s,F,morning,weekly,"casual,minimal , simple","white,black,beige , brown,blue,red,green , mint,yellow , orange",ISFP
474,Yes,40s,F,anytime,rarely,casual,white,INFP
475,Yes,20s,M,,rarely,"minimal , simple","white,black",
476,Yes,50s,M,morning,weekly,casual,blue,ISFJ
477,Yes,30s,M,morning,rarely,freestyle,"black,beige , brown",ISTP
478,Yes,20s,F,afternoon,weekly,"minimal , simple,romantic , lovely","black,blue,purple",INFP
479,Yes,40s,M,morning,daily,casual,"white,black",
480,Yes,40s,M,morning,daily,"casual,street,sports","black,purple",INTJ
481,Yes,20s,M,morning,daily,casual,"white,black",ISTJ
482,Yes,40s,M,morning,rarely,"classic , suit","black,beige , brown",
483,Yes,50s,M,afternoon,rarely,sports,"white,black,green , mint",
484,Yes,40s,F,evening,rarely,"casual,romantic , lovely,freestyle","white,black,beige , brown",INTP
485,Yes,20s,M,morning,weekly,"classic , suit,sports","black,beige , brown,blue",ISTP
486,Yes,40s,M,morning,weekly,"casual,minimal , simple","black,beige , brown",
487,Yes,50s,M,anytime,rarely,casual,"black,beige , brown",
488,Yes,30s,F,anytime,rarely,"casual,minimal , simple","white,black,beige , brown,blue,green , mint",ISFJ
489,Yes,30s,M,morning,rarely,"casual,romantic , lovely","beige , brown,pink , coral",ENFP
490,Yes,10대,F,morning,rarely,"casual,street,vintage,freestyle","white,black,beige , brown",ISTP
491,Yes,40s,M,anytime,daily,"casual,street,vintage,sports,freestyle","white,black,blue",INFJ
492,Yes,30s,M,afternoon,rarely,"casual,minimal , simple","black,beige , brown,blue",ISTP
493,Yes,20s,M,anytime,rarely,"casual,minimal , simple,modern , chic","white,black,beige , brown",ISTJ
494,Yes,40s,M,anytime,rarely,casual,purple,ISFJ
495,Yes,20s,N,,none ,casual,"white,black,beige , brown,pink , coral,purple",INFP
496,Yes,50s,M,morning,daily,casual,blue,INFJ
497,Yes,20s,M,anytime,rarely,"casual,minimal , simple,street,vintage,freestyle","white,black,beige , brown",INFP
498,Yes,20s,M,,none ,"modern , chic,freestyle","white,black,beige , brown",INFP
499,Yes,20s,M,,none ,casual,"white,black,beige , brown,blue,red,green , mint,purple,yellow , orange",
500,Yes,20s,F,morning,weekly,"minimal , simple,freestyle","white,black,green , mint,yellow , orange",ISFP
,No,10대,F,,none ,"minimal , simple","white,black,beige , brown",ISFP
,Yes,10대,N,,none ,"casual,minimal , simple,vintage,freestyle","white,black,beige , brown,blue,pink , coral",INTP
,Yes,30s,M,morning,daily,"casual,minimal , simple,modern , chic","white,black,beige , brown",ESFJ
,Yes,20s,F,anytime,rarely,"casual,minimal , simple,street,romantic , lovely","white,black,beige , brown,pink , coral,purple",ISTJ
,Yes,20s,M,morning,seasonal,casual,black,ESFJ
,Yes,30s,F,afternoon,weekly,"casual,minimal , simple,street,freestyle","white,beige , brown,blue,green , mint,yellow , orange",INFP
,Yes,40s,M,morning,rarely,casual,white,
,Yes,20s,F,anytime,rarely,casual,"white,black,beige , brown",ISTJ
,Yes,40s,M,morning,rarely,casual,"black,beige , brown",INFP
,Yes,30s,F,morning,rarely,"minimal , simple","beige , brown",INFJ
,Yes,50s,F,morning,daily,"minimal , simple","beige , brown",
,Yes,10대,F,anytime,rarely,"casual,freestyle","white,black,green , mint",
,Yes,40s,M,morning,weekly,"casual,street,vintage","black,beige , brown",ENFP
,Yes,30s,F,morning,weekly,"minimal , simple,classic , suit","white,black,green , mint",ENTJ
,Yes,40s,M,morning,daily,casual,"beige , brown,pink , coral,yellow , orange",ISFP
,Yes,20s,F,morning,rarely,"minimal , simple,romantic , lovely","white,black,blue",ESTJ
,Yes,40s,M,anytime,weekly,casual,"black,grey",
,Yes,50s,F,anytime,weekly,"casual,street,sports,freestyle","black,green , mint",
,Yes,40s,F,anytime,rarely,"minimal , simple","white,yellow , orange",
,Yes,20s,F,anytime,weekly,"casual,minimal , simple,romantic , lovely,freestyle","white,black,pink , coral,green , mint",INFJ
,Yes,20s,F,morning,daily,"street,classic , suit",blue,
,Yes,20s,F,morning,rarely,casual,black,INTJ
,Yes,50s,M,morning,rarely,casual,"beige , brown",
,Yes,50s,F,morning,rarely,casual,"beige , brown",
,Yes,30s,F,anytime,rarely,"casual,minimal , simple,freestyle","white,black,beige , brown",ISTJ
,Yes,20s,F,evening,rarely,"casual,street,vintage,modern , chic","white,black",ESFJ
,Yes,30s,M,anytime,daily,"classic , suit",white,ISTJ
,Yes,30s,F,anytime,rarely,"street,vintage,freestyle","white,black,red",ISFP
,Yes,40s,F,morning,daily,"casual,minimal , simple,modern , chic,freestyle","white,beige , brown,blue",ISFJ
,Yes,30s,F,afternoon,weekly,casual,white,ISFJ
,Yes,50s,M,morning,daily,casual,"beige , brown,blue",
,Yes,20s,M,,none ,casual,black,ISFP
,Yes,20s,F,afternoon,rarely,"casual,street",black,INFP
,Yes,20s,N,anytime,daily,"casual,freestyle",black,ENTP
,Yes,40s,M,morning,rarely,"classic , suit",black,INFJ
,Yes,30s,M,anytime,rarely,"casual,street","black,blue",ENTJ
,Yes,20s,F,morning,daily,casual,"white,black,beige , brown,red",INTJ
,Yes,50s,M,morning,rarely,"casual,romantic , lovely","blue,yellow , orange",
,Yes,30s,M,anytime,rarely,"casual,minimal , simple","white,black,beige , brown,blue,pink , coral,red,green , mint,purple,yellow , orange,grey",ENFJ
,Yes,30s,M,morning,rarely,casual,"white,beige , brown",ENFJ
,Yes,30s,M,evening,rarely,"minimal , simple","white,black,blue",INFP
,Yes,40s,M,anytime,rarely,"casual,minimal , simple",black,ENTJ
,Yes,40s,F,morning,rarely,"casual,romantic , lovely,freestyle","white,blue,pink , coral,red,green , mint,purple,yellow , orange",
,Yes,20s,F,morning,daily,"casual,minimal , simple,freestyle","white,black,beige , brown",INFJ
,Yes,30s,F,morning,daily,freestyle,"white,purple",INFJ
,Yes,20s,F,morning,weekly,"casual,romantic , lovely,modern , chic,freestyle","white,pink , coral,yellow , orange",ISFJ
,Yes,20s,F,morning,daily,casual,"yellow , orange",ESTJ
,Yes,20s,F,anytime,rarely,"casual,romantic , lovely,freestyle","white,black,beige , brown,pink , coral,red,yellow , orange",INFP
,Yes,50s,M,anytime,weekly,"minimal , simple,classic , suit","beige , brown,green , mint",
,Yes,40s,F,morning,daily,"minimal , simple,modern , chic","beige , brown,blue,purple",ENFJ
,Yes,50s,F,evening,weekly,casual,"white,black",
,Yes,40s,M,morning,weekly,"casual,modern , chic","white,black,blue",ESTP
,Yes,20s,F,morning,daily,casual,"white,black",ISFJ
,Yes,50s,M,morning,daily,casual,"black,blue",
,Yes,40s,F,morning,daily,"casual,minimal , simple,modern , chic,freestyle","black,blue,pink , coral,green , mint",ISFJ
,Yes,50s,M,evening,rarely,casual,"white,black",
,Yes,40s,M,morning,daily,casual,black,ISTP
,Yes,50s,M,morning,weekly,"casual,modern , chic","black,beige , brown",
,Yes,40s,M,morning,rarely,freestyle,"white,beige , brown",ISTJ
,Yes,20s,F,morning,daily,"casual,minimal , simple,classic , suit,romantic , lovely,modern , chic","white,black,beige , brown,pink , coral",ESFP
,Yes,50s,M,morning,weekly,"casual,classic , suit","black,blue",
,Yes,20s,N,anytime,weekly,"minimal , simple,modern , chic","white,black,red,green , mint",
,No,40s,M,,none ,casual,"beige , brown",INTP
,Yes,30s,M,,none ,casual,black,ENTJ
,Yes,20s,F,anytime,rarely,"minimal , simple",blue,INTP
,Yes,40s,M,morning,daily,casual,"black,green , mint",ISFJ
,Yes,40s,M,morning,daily,"casual,minimal , simple","white,green , mint",ISTJ
,Yes,40s,F,anytime,weekly,"minimal , simple","white,black,beige , brown",
,Yes,30s,F,morning,rarely,"minimal , simple","beige , brown,green , mint",ISFP
,Yes,30s,F,anytime,rarely,"casual,minimal , simple,classic , suit","black,green , mint",INTJ
,Yes,20s,F,anytime,daily,"casual,modern , chic","black,그레이",
,Yes,30s,F,morning,weekly,"romantic , lovely,freestyle","pink , coral,green , mint",INTJ
,Yes,10대,M,morning,daily,casual,"blue,pink , coral,green , mint,purple,yellow , orange",INFP
,Yes,30s,M,afternoon,rarely,"casual,minimal , simple","black,purple",INFP
,Yes,20s,F,morning,weekly,"casual,minimal , simple,street,modern , chic","white,black,beige , brown,blue",ISTP
,Yes,30s,M,morning,weekly,"minimal , simple,romantic , lovely","white,black,yellow , orange",ISFJ
,Yes,30s,F,anytime,rarely,"minimal , simple","black,blue",INTJ
,Yes,40s,M,morning,daily,casual,"blue,green , mint",
,Yes,30s,F,morning,weekly,street,"white,black",INFP
,Yes,20s,F,morning,weekly,freestyle,"white,black",ISFJ
,Yes,20s,F,afternoon,weekly,"minimal , simple,modern , chic","white,black",ENTP
,Yes,30s,F,morning,rarely,"casual,romantic , lovely","white,black,beige , brown",ISFP
,Yes,20s,F,morning,rarely,"minimal , simple","white,black,beige , brown,pink , coral",ESFJ
,Yes,30s,F,anytime,daily,"casual,romantic , lovely","black,pink , coral,purple",ENTP
,Yes,30s,F,morning,daily,"casual,minimal , simple,romantic , lovely","white,blue,pink , coral",ISTJ
,Yes,40s,M,morning,rarely,casual,"black,beige , brown",INFP
,Yes,30s,M,morning,weekly,"minimal , simple",black,ISTJ
,Yes,20s,M,afternoon,rarely,"casual,minimal , simple","white,black,blue,yellow , orange",
,Yes,30s,F,morning,weekly,"casual,minimal , simple","white,black,blue,pink , coral",ISFP
,Yes,20s,F,morning,rarely,"minimal , simple",black,ISTJ
,Yes,30s,F,morning,weekly,casual,"white,pink , coral",ENFP
,Yes,30s,F,,rarely,freestyle,"white,black",ISTJ
,No,10대,M,afternoon,rarely,casual,"white,black",ISFP
,Yes,40s,F,morning,daily,casual,"white,black",INTP
,Yes,30s,F,morning,rarely,"casual,classic , suit","white,black,beige , brown",INTJ
,Yes,20s,F,afternoon,rarely,"casual,minimal , simple","white,black,blue,pink , coral,green , mint,purple",INFP
,Yes,20s,F,morning,rarely,casual,"yellow , orange",INFP
,Yes,20s,F,morning,weekly,"casual,minimal , simple,modern , chic","white,black,beige , brown,purple",INFP
,Yes,10대,F,anytime,rarely,"minimal , simple",blue,INFJ
,Yes,30s,M,morning,daily,"casual,modern , chic","black,beige , brown,blue",INFJ
,Yes,20s,M,,none ,"casual,street,vintage,freestyle",black,INTP
,Yes,40s,F,anytime,weekly,"casual,minimal , simple,street,classic , suit,sports,modern , chic,freestyle","black,blue",
,Yes,20s,F,morning,daily,"minimal , simple","white,black,pink , coral",ISFJ
,Yes,20s,F,,none ,casual,"white,beige , brown,pink , coral",ISFP
,Yes,20s,M,afternoon,daily,"minimal , simple","white,black,beige , brown",
,Yes,50s,F,morning,rarely,"casual,romantic , lovely","beige , brown",
,Yes,20s,M,morning,daily,casual,"black,blue,green , mint",ENFJ
,Yes,30s,F,,none ,"street,romantic , lovely",white,
,Yes,30s,M,anytime,daily,"minimal , simple,street","blue,red,purple",ENFJ
,Yes,50s,M,anytime,daily,"casual,sports",black,ISTJ
,Yes,40s,F,morning,daily,"classic , suit",white,ESTJ
,Yes,30s,M,evening,rarely,"casual,vintage","black,blue",
,Yes,10대,M,anytime,rarely,casual,"white,black",INTP
,Yes,20s,M,anytime,rarely,street,"black,red,purple",INFJ
,Yes,20s,F,morning,daily,"casual,classic , suit,romantic , lovely","white,black,beige , brown,pink , coral",ESTJ
,Yes,30s,M,morning,weekly,casual,"black,beige , brown,blue",ISFJ
,Yes,40s,M,anytime,daily,casual,black,
,Yes,10대,N,anytime,rarely,freestyle,"white,black,blue,yellow , orange",
,Yes,10대,M,evening,weekly,"casual,classic , suit,modern , chic","white,black,beige , brown",ISTP
,Yes,20s,F,morning,rarely,"casual,romantic , lovely","white,beige , brown,pink , coral",ENFJ
,Yes,40s,F,morning,daily,"casual,minimal , simple,vintage,sports,modern , chic","white,black,beige , brown",ISFJ
,Yes,10대,F,morning,weekly,"minimal , simple,romantic , lovely,vintage","white,beige , brown,green , mint",ENTJ
,Yes,50s,M,afternoon,rarely,casual,"white,beige , brown",INFJ
,Yes,40s,F,anytime,rarely,"casual,minimal , simple,vintage,sports","white,black,beige , brown",ISTJ
,Yes,30s,M,anytime,weekly,"casual,minimal , simple","white,black,beige , brown",
,Yes,40s,M,morning,weekly,casual,black,INFP
,Yes,20s,F,,none ,"casual,freestyle","white,black,red",ISTP
,Yes,20s,F,anytime,rarely,"casual,minimal , simple,romantic , lovely,freestyle","white,black,blue,pink , coral,purple",ISFP
,Yes,30s,F,anytime,rarely,"casual,minimal , simple,classic , suit,romantic , lovely,vintage,modern , chic,freestyle","white,black,beige , brown,blue,green , mint",INFP
,Yes,30s,F,anytime,daily,"classic , suit,romantic , lovely","white,pink , coral",ISTJ
,Yes,20s,M,morning,rarely,"casual,sports,freestyle","white,black,beige , brown,blue",ISTJ
,Yes,30s,M,anytime,rarely,casual,"black,beige , brown",ISFP
,Yes,20s,F,morning,weekly,vintage,"white,black,beige , brown,blue",INFP
,Yes,40s,M,anytime,rarely,casual,"black,pink , coral,red",INFP
,Yes,40s,M,morning,rarely,casual,"white,black",ENFJ
,Yes,50s,M,morning,daily,casual,"white,black,blue,green , mint",ENFJ
,Yes,50s,M,anytime,weekly,"casual,classic , suit","black,beige , brown",INTP
,Yes,20s,F,anytime,weekly,"minimal , simple,romantic , lovely","black,blue,pink , coral,red,green , mint,purple,yellow , orange",INFP
,Yes,40s,F,morning,rarely,"minimal , simple","beige , brown,pink , coral,yellow , orange",ENFJ
,Yes,30s,F,anytime,rarely,casual,"pink , coral,yellow , orange",INFJ
,Yes,10대,M,morning,rarely,casual,black,ENFP
,Yes,30s,F,morning,daily,"minimal , simple",white,INTP
,Yes,40s,M,morning,weekly,casual,white,ISTJ
,Yes,50s,M,anytime,rarely,"casual,freestyle","black,beige , brown",
,Yes,40s,F,anytime,rarely,casual,black,
,Yes,50s,F,morning,daily,casual,"beige , brown",
,Yes,20s,M,,none ,"classic , suit",black,INTJ
,Yes,20s,F,morning,daily,"minimal , simple,modern , chic","white,black",
,Yes,20s,F,morning,weekly,"casual,minimal , simple,romantic , lovely","white,beige , brown,green , mint,yellow , orange",INTP
,Yes,20s,F,morning,weekly,"minimal , simple","white,black",ISFP
,Yes,40s,M,morning,weekly,"minimal , simple,classic , suit","black,green , mint",ISTJ
,Yes,40s,M,morning,rarely,"casual,classic , suit","black,beige , brown",
,Yes,50s,M,morning,daily,casual,"pink , coral",
,Yes,30s,F,,rarely,"casual,minimal , simple","white,black",ISTJ
,Yes,40s,M,morning,rarely,casual,"white,black",INFJ
,Yes,50s,F,morning,weekly,"classic , suit","beige , brown",INFP
,Yes,40s,M,morning,daily,casual,"beige , brown",
,No,10대,M,,none ,"casual,minimal , simple","white,blue",ISTJ
,Yes,20s,M,morning,weekly,casual,black,ISTJ
,Yes,20s,F,morning,weekly,"casual,minimal , simple,freestyle","white,black",ISTP
,Yes,50s,M,afternoon,rarely,casual,black,
,Yes,30s,M,morning,daily,"street,classic , suit,sports","black,beige , brown",ESTP
,Yes,30s,F,anytime,rarely,"minimal , simple,romantic , lovely","white,beige , brown,pink , coral",ENTJ
