user_id,used_before,age_group,gender,time,freq_use,style,color,mbti
,No,10대,F,,none ,"casual,minimal , simple","green , mint",
,Yes,30s,F,morning,daily,street,"pink , coral",
,Yes,20s,M,anytime,rarely,casual,black,ISFP
,Yes,30s,M,anytime,weekly,"romantic , lovely","pink , coral,red",
,Yes,20s,F,morning,daily,casual,"white,beige , brown",ENFP
,Yes,30s,F,anytime,seasonal,casual,"pink , coral",ISFP
,Yes,40s,F,,none ,"casual,freestyle","beige , brown",
,Yes,30s,F,anytime,weekly,casual,"white,beige , brown,blue,green , mint",ISFP
,Yes,30s,M,afternoon,weekly,street,black,ISFJ
,Yes,50s,F,morning,weekly,"minimal , simple","beige , brown",
,Yes,50s,F,anytime,seasonal,"casual,freestyle","black,blue,red",
,Yes,40s,M,morning,rarely,street,"white,blue,yellow , orange",ENTJ
,Yes,40s,M,morning,weekly,"minimal , simple","white,beige , brown",INTP
,Yes,20s,F,morning,rarely,"classic , suit,modern , chic","white,black,beige , brown,blue",ISTJ
,Yes,20s,M,anytime,rarely,"casual,street,modern , chic",black,INFJ
,Yes,40s,F,morning,daily,"minimal , simple,romantic , lovely","black,beige , brown",ISTJ
,Yes,40s,M,anytime,rarely,"casual,minimal , simple","black,beige , brown",ISTJ
,Yes,40s,M,afternoon,weekly,street,"beige , brown",INTJ
,Yes,20s,M,morning,rarely,"minimal , simple","white,black,beige , brown",ISTP
,Yes,30s,M,anytime,rarely,"casual,minimal , simple","white,beige , brown,blue,pink , coral,green , mint",ESFP
,Yes,50s,M,anytime,rarely,"casual,classic , suit","green , mint,purple",
,Yes,20s,M,anytime,rarely,"casual,minimal , simple,street","black,beige , brown,green , mint",INTJ
,Yes,50s,M,morning,daily,casual,"beige , brown,blue",ESTJ
,Yes,50s,F,morning,rarely,"minimal , simple,romantic , lovely","beige , brown",INFP
,Yes,30s,M,morning,daily,vintage,black,ISTJ
,Yes,20s,M,morning,rarely,"casual,classic , suit","white,black",ISTJ
,Yes,40s,F,morning,weekly,"casual,minimal , simple","white,green , mint",ISFJ
,Yes,40s,M,morning,daily,"modern , chic","beige , brown",
,Yes,30s,F,anytime,rarely,"casual,minimal , simple,modern , chic","white,beige , brown",INTJ
,Yes,40s,M,morning,rarely,"casual,minimal , simple,sports,modern , chic,freestyle","white,black,beige , brown",ISTJ
,Yes,40s,F,morning,daily,"minimal , simple,classic , suit,romantic , lovely","white,black,pink , coral",INFP
,Yes,20s,F,morning,weekly,"casual,sports","black,beige , brown",
,Yes,30s,M,anytime,rarely,"casual,minimal , simple,street,freestyle","white,black,beige , brown,그레이계열",INFJ
,Yes,20s,M,morning,daily,casual,"white,black",ESFP
,Yes,40s,F,morning,rarely,"casual,minimal , simple","white,black,beige , brown,blue,pink , coral",INFJ
,Yes,30s,F,afternoon,weekly,"casual,minimal , simple,street,modern , chic","white,black,purple",INFP
,Yes,30s,F,anytime,daily,"casual,street","white,black,beige , brown",ISFJ
,Yes,20s,F,anytime,rarely,"casual,minimal , simple,freestyle","white,black,beige , brown",INFP
,Yes,40s,M,evening,rarely,casual,"white,black,beige , brown",
,Yes,20s,F,anytime,daily,"classic , suit,romantic , lovely,modern , chic","white,black,beige , brown,pink , coral",ISTJ
,Yes,30s,F,morning,seasonal,casual,"pink , coral",INFJ
,Yes,40s,M,evening,rarely,street,black,INFJ
,Yes,50s,F,morning,weekly,"casual,modern , chic,freestyle","black,blue",
,Yes,30s,F,morning,weekly,"casual,romantic , lovely","beige , brown,green , mint",INTP
,Yes,40s,M,morning,weekly,"minimal , simple",black,
,Yes,40s,F,morning,daily,casual,"white,black,pink , coral",ENFJ
,Yes,40s,M,anytime,rarely,"casual,minimal , simple,sports","beige , brown",INTP
,Yes,30s,F,anytime,daily,"casual,minimal , simple,street","black,beige , brown",ESTJ
,Yes,40s,M,morning,weekly,casual,"white,black,red",ENTJ
,Yes,30s,F,afternoon,daily,"minimal , simple,romantic , lovely,modern , chic,freestyle","white,black,blue,yellow , orange",ENFJ
,Yes,30s,F,morning,weekly,casual,"white,blue,purple",ISFP
,Yes,40s,M,anytime,rarely,"casual,freestyle","white,black,beige , brown,blue",
,Yes,40s,M,evening,rarely,"casual,street,modern , chic","white,black,beige , brown,blue,pink , coral,green , mint",
,Yes,40s,F,morning,daily,"classic , suit","white,black,beige , brown",ISTJ
,Yes,30s,M,morning,weekly,vintage,black,
,Yes,20s,F,morning,daily,"minimal , simple,romantic , lovely,modern , chic","beige , brown,pink , coral,green , mint",INFJ
,Yes,40s,M,anytime,rarely,casual,"white,blue",
,Yes,30s,F,,none ,"minimal , simple",white,
,Yes,20s,F,morning,rarely,casual,"black,green , mint",INFJ
,Yes,40s,M,morning,daily,casual,"black,blue",
,Yes,30s,M,anytime,rarely,"casual,minimal , simple","black,beige , brown,blue,purple",INTJ
,Yes,40s,F,morning,daily,"modern , chic",black,INFP
,Yes,40s,N,anytime,weekly,"minimal , simple,classic , suit,romantic , lovely,freestyle","white,black,beige , brown,blue,pink , coral,yellow , orange",INFP
,Yes,20s,F,morning,weekly,"casual,minimal , simple","white,black,beige , brown",ISTJ
,Yes,20s,F,anytime,rarely,"classic , suit,modern , chic","white,black",INFP
,Yes,40s,F,morning,weekly,"casual,minimal , simple","white,black,beige , brown",
,Yes,40s,F,morning,rarely,"casual,street,vintage,sports,freestyle","white,black,beige , brown,blue,green , mint,purple",ESTP
,Yes,40s,M,,none ,sports,black,
,Yes,30s,F,anytime,rarely,"casual,classic , suit,sports","white,black,blue",ISTJ
,Yes,40s,F,morning,daily,"casual,classic , suit,romantic , lovely,modern , chic","white,black,blue,pink , coral,purple",ENFP
,Yes,40s,F,morning,daily,"minimal , simple","white,green , mint,yellow , orange",ENTP
,Yes,30s,M,morning,weekly,"minimal , simple","beige , brown,blue",ENTJ
,No,20s,M,,none ,casual,"white,black",ISFJ
,Yes,30s,F,morning,daily,"modern , chic","black,pink , coral,red",ESFJ
,Yes,30s,F,,none ,"casual,minimal , simple,street,freestyle","white,pink , coral",INFP
,Yes,50s,F,morning,weekly,"casual,modern , chic","green , mint",ISTJ
,Yes,30s,M,morning,daily,casual,"white,black",INFP
,Yes,30s,F,anytime,weekly,"casual,minimal , simple,street,freestyle","white,black,blue,green , mint,purple",INFJ
,Yes,50s,M,,none ,casual,"blue,green , mint",INTJ
,Yes,30s,M,,none ,casual,black,ISTJ
,Yes,40s,F,morning,weekly,"classic , suit","pink , coral",ISTP
,Yes,50s,F,afternoon,rarely,"casual,minimal , simple","white,black,beige , brown,blue",
,Yes,20s,M,morning,weekly,casual,blue,INFP
,Yes,20s,F,anytime,rarely,"casual,minimal , simple","white,black",ISFP
,Yes,20s,F,afternoon,rarely,"casual,sports,modern , chic","black,yellow , orange",INFP
,Yes,40s,F,morning,weekly,"casual,minimal , simple",black,INTP
,Yes,30s,F,morning,seasonal,"casual,minimal , simple",white,
,No,20s,M,,none ,casual,"white,black,beige , brown",
,Yes,20s,F,morning,daily,"casual,street,vintage,sports","beige , brown,pink , coral,red",INFP
,Yes,20s,F,morning,rarely,"minimal , simple","white,black,beige , brown,blue",
,Yes,10대,M,anytime,rarely,casual,"beige , brown",ISTP
,Yes,40s,M,morning,rarely,casual,"white,black,beige , brown",ISTP
,Yes,30s,M,morning,rarely,"casual,minimal , simple,classic , suit","black,beige , brown",ISTP
,Yes,30s,F,anytime,weekly,casual,"white,black,beige , brown",ESFJ
,Yes,30s,F,morning,daily,"casual,minimal , simple","white,black",INFP
,Yes,30s,M,afternoon,rarely,"casual,sports,freestyle","white,black,blue,green , mint",
,Yes,20s,M,morning,weekly,"casual,modern , chic","black,blue,green , mint",ENTJ
,Yes,10대,M,morning,daily,"minimal , simple","white,black",ISTP
,Yes,20s,F,anytime,rarely,"casual,romantic , lovely,vintage,modern , chic","white,black",ENTJ
,Yes,40s,F,morning,weekly,"modern , chic","white,black,beige , brown",ENTJ
,Yes,40s,M,morning,weekly,"casual,vintage","white,black,beige , brown",INTP
,Yes,30s,M,morning,rarely,"casual,classic , suit,modern , chic","black,beige , brown,blue",ENTP
,Yes,30s,F,morning,rarely,casual,"white,beige , brown",INTP
,Yes,20s,F,anytime,rarely,"casual,minimal , simple,freestyle","white,blue,green , mint,purple",
,Yes,20s,M,morning,weekly,casual,black,ENFJ
,Yes,30s,F,morning,rarely,"minimal , simple,classic , suit,modern , chic","beige , brown,pink , coral",INFJ
,Yes,20s,F,morning,rarely,"casual,street","white,blue",INFP
,Yes,10대,F,morning,weekly,"minimal , simple,romantic , lovely","white,black",ENFJ
,Yes,20s,M,morning,weekly,"casual,modern , chic,freestyle","blue,green , mint",
,Yes,30s,M,morning,weekly,casual,black,INTP
,Yes,20s,M,anytime,rarely,"casual,minimal , simple","white,black,딥그레이",ISTP
,No,50s,F,,none ,"minimal , simple","green , mint",INTJ
,Yes,20s,F,morning,rarely,"minimal , simple,romantic , lovely","white,pink , coral,green , mint",ISTP
,Yes,30s,F,morning,weekly,"casual,street","white,green , mint",ISFP
,Yes,40s,F,morning,weekly,"classic , suit,romantic , lovely","white,black",ENFJ
,Yes,20s,M,afternoon,rarely,casual,"black,beige , brown",ISTP
,Yes,30s,F,morning,daily,"romantic , lovely","yellow , orange",ISFP
,Yes,20s,F,morning,weekly,casual,"white,black,beige , brown,green , mint",INTP
,Yes,30s,F,morning,daily,"minimal , simple",purple,ISFJ
,Yes,30s,F,anytime,rarely,"casual,minimal , simple,freestyle","white,black,pink , coral,purple",ISFP
,Yes,30s,F,morning,rarely,casual,"white,black,pink , coral,purple",ISFP
,Yes,50s,M,morning,rarely,casual,"white,beige , brown,red",istp
,Yes,40s,F,morning,weekly,"classic , suit,modern , chic","black,beige , brown",ISTJ
,Yes,50s,M,morning,rarely,casual,"beige , brown",
,Yes,40s,M,afternoon,rarely,"casual,classic , suit,freestyle",white,ISFJ
,Yes,30s,M,anytime,rarely,casual,"white,black,blue",ISFJ
,Yes,50s,M,morning,weekly,"classic , suit,romantic , lovely","beige , brown",INFJ
,Yes,40s,M,morning,weekly,"classic , suit","black,blue,yellow , orange",ENTJ
,Yes,30s,M,anytime,daily,freestyle,"white,black",ISTJ
,Yes,30s,M,morning,seasonal,casual,"beige , brown,blue",
,Yes,30s,M,morning,rarely,"casual,minimal , simple","white,black,beige , brown",ISTJ
,Yes,20s,N,morning,seasonal,"minimal , simple,modern , chic","white,blue,green , mint",INTP
,Yes,30s,F,anytime,rarely,casual,"white,black",INFP
,Yes,40s,F,morning,rarely,"casual,minimal , simple,romantic , lovely","white,green , mint",INFJ
,Yes,30s,F,morning,weekly,"casual,minimal , simple","white,blue",ISFJ
,Yes,20s,F,morning,weekly,"romantic , lovely","white,pink , coral",ESFJ
,Yes,20s,F,anytime,daily,"romantic , lovely,freestyle","white,black",INFP
,Yes,50s,F,morning,weekly,"minimal , simple,sports","black,blue",
,Yes,30s,M,morning,rarely,"minimal , simple",white,INFP
,Yes,40s,M,morning,weekly,"minimal , simple,freestyle","black,beige , brown",
,Yes,20s,M,morning,rarely,"casual,street","white,black",ENTP
,Yes,30s,F,anytime,daily,"minimal , simple,modern , chic","white,black,beige , brown,blue",ISTJ
,Yes,20s,F,afternoon,daily,casual,black,ISTP
,Yes,20s,F,morning,weekly,casual,white,
,Yes,30s,F,morning,weekly,street,purple,
,Yes,20s,F,morning,weekly,casual,"white,black,beige , brown,blue,pink , coral,green , mint,yellow , orange",ISFJ
,Yes,40s,M,morning,rarely,"casual,minimal , simple","white,black,beige , brown",ESTJ
,Yes,40s,F,morning,rarely,casual,black,
,Yes,20s,F,morning,weekly,"classic , suit","white,black,pink , coral",ISTP
,Yes,30s,M,,seasonal,casual,"beige , brown,blue",INTP
,Yes,20s,F,morning,rarely,"casual,street,sports","white,black,beige , brown,red",INTP
,Yes,50s,M,afternoon,rarely,casual,blue,
,No,20s,M,,none ,"minimal , simple",white,
,Yes,20s,F,morning,daily,"casual,romantic , lovely","white,beige , brown",
,Yes,40s,F,afternoon,daily,freestyle,"pink , coral,green , mint,purple",INTJ
,Yes,40s,M,evening,rarely,"classic , suit",black,
,Yes,30s,F,afternoon,weekly,"casual,minimal , simple,freestyle","white,black,green , mint,purple",INTJ
,Yes,30s,F,afternoon,rarely,"minimal , simple","green , mint",
,Yes,50s,F,anytime,seasonal,"romantic , lovely,modern , chic","green , mint,purple",
,Yes,20s,M,anytime,weekly,"casual,sports","white,beige , brown",
,Yes,50s,M,anytime,rarely,"minimal , simple","black,blue",
,Yes,20s,F,morning,rarely,"casual,modern , chic,freestyle","white,black,pink , coral",ISTP
,Yes,20s,F,morning,rarely,"casual,sports,freestyle","white,blue",ENFP
,Yes,30s,M,afternoon,weekly,"casual,minimal , simple,sports,freestyle","white,black,beige , brown,blue",ESTJ
,Yes,10대,F,anytime,weekly,"casual,minimal , simple","white,beige , brown,green , mint",ESTJ
,Yes,30s,F,anytime,rarely,"romantic , lovely","pink , coral",
,Yes,30s,M,evening,rarely,casual,"beige , brown",ISFJ
,Yes,40s,M,morning,rarely,"casual,minimal , simple","white,blue",ENTP
,Yes,40s,M,morning,daily,"casual,sports","white,blue,green , mint",INFP
,Yes,40s,F,morning,daily,"casual,minimal , simple,freestyle","white,black,beige , brown",ISFJ
,Yes,30s,F,anytime,rarely,freestyle,"white,black,beige , brown,blue,pink , coral,red,green , mint,purple,yellow , orange",ISFP
,Yes,30s,M,morning,daily,casual,black,ENTJ
,Yes,50s,M,morning,daily,casual,"beige , brown",
,Yes,20s,F,morning,rarely,"casual,minimal , simple","white,black",INFP
,Yes,20s,F,,none ,casual,"white,black,blue",
,Yes,30s,F,morning,weekly,"casual,minimal , simple,classic , suit","white,black,beige , brown,green , mint",ESFJ
,Yes,40s,M,morning,rarely,casual,"beige , brown,blue",INTJ
,Yes,40s,M,anytime,rarely,"casual,minimal , simple,modern , chic","black,beige , brown,카키",ISFP
,Yes,20s,F,morning,rarely,"casual,romantic , lovely,modern , chic","white,pink , coral,yellow , orange",ESFJ
,Yes,30s,F,anytime,daily,casual,"blue,green , mint",INFP
,Yes,40s,F,afternoon,rarely,"minimal , simple,classic , suit","beige , brown,pink , coral",INFJ
,Yes,50s,F,anytime,daily,"casual,sports,modern , chic","white,black,pink , coral,green , mint",
,Yes,30s,M,morning,weekly,casual,"beige , brown",ENTJ
,Yes,30s,F,morning,weekly,"classic , suit","beige , brown",ENTJ
,Yes,20s,M,anytime,rarely,casual,black,ENFP
,Yes,40s,F,afternoon,seasonal,"casual,classic , suit","white,black",ISFJ
,Yes,40s,M,morning,daily,casual,"white,black",INFP
,Yes,30s,M,morning,weekly,casual,"white,beige , brown,blue",
,Yes,30s,M,morning,rarely,casual,black,INTP
,Yes,20s,M,morning,rarely,"casual,street",white,
,Yes,20s,M,morning,rarely,"minimal , simple","white,beige , brown,pink , coral",INFP
,Yes,40s,M,morning,weekly,casual,blue,ISFP
,Yes,40s,M,evening,rarely,street,"white,beige , brown",INFJ
,Yes,30s,M,anytime,rarely,casual,"white,black,beige , brown",INFJ
,Yes,20s,M,morning,weekly,casual,"white,black,beige , brown,green , mint",INTJ
,Yes,20s,F,morning,weekly,freestyle,"white,black,beige , brown,blue",INTJ
,Yes,30s,F,,none ,freestyle,"black,blue,red,purple",INFJ
,Yes,30s,M,morning,daily,"casual,classic , suit","white,black",ISFJ
,Yes,20s,F,afternoon,rarely,"minimal , simple,classic , suit,sports","black,beige , brown,pink , coral,red",ENTJ
,Yes,50s,F,morning,weekly,casual,"white,black,blue",INTP
,Yes,40s,F,morning,rarely,sports,"blue,red",ENFP
,Yes,50s,M,morning,weekly,casual,black,
,Yes,20s,F,morning,rarely,freestyle,"yellow , orange",ENFP
,Yes,50s,F,morning,daily,"casual,minimal , simple","white,black,beige , brown,green , mint",
,Yes,30s,M,afternoon,weekly,sports,"beige , brown",ESFJ
,Yes,10대,F,anytime,seasonal,"casual,minimal , simple","black,beige , brown",INFP
,Yes,40s,M,afternoon,rarely,casual,black,INTP
,Yes,20s,F,morning,weekly,"minimal , simple","white,beige , brown,pink , coral",INFP
,Yes,20s,F,morning,weekly,freestyle,"white,beige , brown,pink , coral",INTJ
,Yes,50s,F,morning,rarely,casual,"white,black,beige , brown",ESFJ
,Yes,30s,F,morning,seasonal,"casual,modern , chic","white,black,beige , brown",ESTP
,Yes,10대,F,anytime,rarely,"casual,sports","white,black,pink , coral",ENFP
,Yes,40s,M,morning,daily,casual,black,ISFP
,Yes,30s,F,anytime,daily,"casual,freestyle","white,beige , brown,pink , coral",ESTP
,Yes,40s,F,morning,rarely,"casual,minimal , simple,modern , chic","white,black,beige , brown",INTP
,Yes,50s,M,morning,daily,"casual,sports","blue,green , mint,yellow , orange",
,Yes,20s,F,morning,rarely,"minimal , simple","white,beige , brown,pink , coral,green , mint",ISFJ
,Yes,20s,F,morning,rarely,"minimal , simple","white,black,beige , brown",ISFP
,Yes,40s,M,anytime,daily,"casual,minimal , simple","black,blue,purple",INFJ
,No,50s,M,,none ,freestyle,"beige , brown,blue",
,Yes,30s,F,morning,rarely,casual,black,
,Yes,20s,M,anytime,rarely,"minimal , simple,romantic , lovely","white,black,purple",ESTJ
,Yes,30s,F,morning,daily,casual,"black,green , mint",ENFJ
,Yes,30s,M,morning,weekly,"casual,street","beige , brown",
,Yes,20s,F,afternoon,rarely,casual,white,ISTP
,Yes,20s,F,morning,seasonal,"casual,vintage","black,blue",INFJ
,Yes,30s,F,morning,rarely,casual,black,INFJ
,Yes,30s,M,morning,daily,"minimal , simple","white,black",ISTJ
,Yes,30s,F,morning,seasonal,"casual,minimal , simple","beige , brown",ISFJ
,Yes,40s,F,morning,daily,"modern , chic","white,blue,green , mint",INFP
,Yes,50s,M,anytime,weekly,street,"pink , coral",
,Yes,40s,F,anytime,daily,"minimal , simple,modern , chic","black,beige , brown,카키",
,Yes,30s,M,morning,weekly,"classic , suit","beige , brown",ISFJ
,Yes,50s,M,morning,daily,"classic , suit","white,beige , brown",ESTJ
,Yes,40s,M,morning,rarely,casual,"white,black",ENTJ
,Yes,10대,F,anytime,rarely,"casual,freestyle","white,black",ISFP
,Yes,20s,F,morning,rarely,"minimal , simple","white,blue",ISFP
,Yes,40s,M,afternoon,rarely,casual,"white,black",ISTJ
,Yes,30s,F,morning,weekly,casual,blue,INFP
,Yes,40s,F,anytime,weekly,"casual,freestyle","white,pink , coral,purple",ISTJ
,Yes,20s,F,anytime,rarely,"casual,modern , chic,freestyle",black,ISFP
,Yes,20s,F,morning,weekly,"casual,minimal , simple","white,black",
,Yes,50s,M,anytime,rarely,"minimal , simple",black,
,Yes,20s,F,anytime,weekly,"casual,minimal , simple",black,ISTJ
,Yes,40s,M,anytime,daily,freestyle,"white,black,beige , brown,pink , coral",INTJ
,Yes,50s,F,anytime,daily,casual,"black,yellow , orange",ISFP
,Yes,50s,M,morning,seasonal,casual,"beige , brown",
,Yes,10대,M,morning,rarely,"casual,minimal , simple","beige , brown",ESTP
,Yes,20s,F,morning,rarely,"casual,minimal , simple,freestyle","white,black,beige , brown",INTJ
,Yes,20s,F,anytime,rarely,casual,"white,black",INFP
,Yes,40s,M,anytime,weekly,"casual,minimal , simple","white,green , mint",ENFJ
,Yes,50s,F,morning,weekly,casual,"black,beige , brown",
,Yes,10대,F,,none ,vintage,"white,black,beige , brown,blue,red",iNFP
,Yes,50s,F,,none ,"casual,minimal , simple","yellow , orange",
,Yes,20s,N,anytime,weekly,casual,"black,beige , brown",INFP
,Yes,30s,M,morning,weekly,"casual,classic , suit","black,beige , brown,blue",ISFP
,Yes,20s,F,anytime,weekly,"minimal , simple",white,ENTJ
,Yes,40s,M,anytime,rarely,"minimal , simple,classic , suit,sports","beige , brown,yellow , orange",
,Yes,20s,F,,none ,casual,white,INFP
,Yes,30s,F,afternoon,daily,"minimal , simple",white,ISFP
,Yes,20s,F,morning,weekly,casual,"green , mint",INFP
,Yes,30s,F,anytime,rarely,"casual,minimal , simple","black,beige , brown,blue",ISTJ
,Yes,30s,F,afternoon,rarely,"casual,minimal , simple,romantic , lovely,vintage,freestyle","pink , coral,purple,yellow , orange",INFP
,Yes,30s,F,anytime,weekly,"minimal , simple,romantic , lovely","beige , brown,pink , coral",lSFP
,Yes,40s,F,morning,rarely,"casual,romantic , lovely","white,black,beige , brown",ISTJ
,Yes,30s,M,evening,rarely,casual,"green , mint",ENFP
,Yes,30s,F,morning,daily,casual,"white,black,beige , brown",ESTJ
,No,10대,M,,none ,"casual,freestyle","white,black,blue,pink , coral,green , mint,purple,yellow , orange",INFP
,Yes,50s,M,anytime,rarely,freestyle,"white,black",ISTP
,Yes,30s,F,morning,weekly,"casual,minimal , simple","white,black,beige , brown,green , mint",INFP
,Yes,20s,N,anytime,daily,"casual,classic , suit","white,blue",ISFP
,Yes,30s,M,morning,rarely,casual,white,ENFJ
,Yes,30s,F,,none ,"casual,minimal , simple","white,black,beige , brown",ISTJ
,Yes,20s,F,morning,rarely,"minimal , simple",white,INFJ
,Yes,40s,F,morning,rarely,"casual,sports","black,blue",
,Yes,30s,F,morning,rarely,"minimal , simple",white,ISFP
,Yes,20s,F,anytime,rarely,freestyle,"pink , coral,green , mint",INFP
,Yes,50s,F,morning,rarely,"minimal , simple",purple,
,Yes,10대,M,morning,daily,"minimal , simple,street","white,beige , brown,green , mint",ENFP
,Yes,50s,M,morning,weekly,"casual,freestyle","white,black",
,Yes,40s,F,morning,daily,"minimal , simple,modern , chic","white,black",ISTP
,Yes,30s,M,,weekly,"minimal , simple","beige , brown",
,Yes,20s,F,morning,rarely,"romantic , lovely","white,black,pink , coral",INFP
,Yes,20s,M,anytime,rarely,"minimal , simple,sports","black,beige , brown",INTP
,Yes,30s,F,morning,seasonal,freestyle,"white,black,beige , brown,pink , coral",ISFJ
,Yes,30s,F,morning,daily,"romantic , lovely,sports,modern , chic","white,beige , brown,blue,pink , coral,green , mint,purple,yellow , orange",
,Yes,40s,M,morning,rarely,casual,"black,beige , brown",INFP
,Yes,40s,F,anytime,daily,"casual,romantic , lovely","pink , coral",ISTJ
,Yes,50s,M,afternoon,rarely,casual,"white,beige , brown",
,Yes,40s,F,morning,weekly,casual,"white,black",INFP
,Yes,50s,M,morning,daily,"casual,minimal , simple,street","beige , brown,blue",
,Yes,20s,F,,none ,"casual,minimal , simple,classic , suit,vintage,sports,modern , chic,freestyle","white,black,beige , brown,pink , coral,green , mint,purple,yellow , orange",ENTJ
,Yes,30s,M,morning,daily,casual,black,ISFJ
,Yes,30s,F,morning,weekly,"casual,freestyle","white,pink , coral",ISFP
,Yes,20s,F,anytime,rarely,"casual,sports,modern , chic,freestyle","white,black,blue,pink , coral",INTP
,Yes,30s,F,anytime,rarely,freestyle,"black,blue,pink , coral,red",ESTP
,Yes,40s,M,morning,daily,"minimal , simple",red,INFP
,Yes,20s,F,morning,weekly,"casual,minimal , simple",black,INFP
,Yes,30s,F,morning,rarely,"casual,classic , suit,sports","black,beige , brown",ISTJ
,Yes,10대,F,morning,rarely,"casual,minimal , simple","white,blue,green , mint,yellow , orange",ISTP
,Yes,40s,F,morning,daily,"minimal , simple,street,modern , chic","white,beige , brown,pink , coral",INTP
,Yes,30s,F,morning,daily,"minimal , simple","white,black,beige , brown",ESTJ
,Yes,50s,M,afternoon,rarely,casual,"black,beige , brown",INFP
,Yes,30s,M,morning,rarely,"casual,classic , suit",black,INFP
,Yes,30s,F,,none ,casual,black,
,Yes,30s,F,afternoon,rarely,freestyle,"black,beige , brown,pink , coral,green , mint",INFJ
,Yes,20s,F,morning,rarely,"romantic , lovely,freestyle","white,black,pink , coral",ESTJ
,Yes,40s,M,morning,weekly,"casual,minimal , simple","white,beige , brown",ESTP
,Yes,30s,F,morning,rarely,"casual,romantic , lovely","pink , coral,yellow , orange",
,Yes,30s,F,,none ,"minimal , simple,freestyle","white,black,beige , brown",ESFJ
,Yes,40s,M,morning,rarely,freestyle,"white,beige , brown",
,Yes,40s,M,morning,rarely,"street,classic , suit,romantic , lovely","beige , brown,pink , coral,red,green , mint",INFJ
,Yes,10대,F,morning,weekly,"classic , suit,sports","white,black,beige , brown,blue",INTJ
,Yes,40s,M,morning,daily,"casual,classic , suit","white,beige , brown",ENFJ
,Yes,30s,F,anytime,rarely,"casual,minimal , simple,vintage,sports,freestyle","white,black,beige , brown",ENTP
,Yes,30s,M,morning,weekly,"classic , suit",blue,ENFJ
,Yes,20s,F,anytime,weekly,"minimal , simple","green , mint,purple,yellow , orange",ISFP
,Yes,10대,F,morning,rarely,"casual,vintage","black,blue",ISTP
,Yes,30s,F,morning,weekly,casual,black,ENTP
,Yes,30s,F,morning,rarely,"romantic , lovely",white,ISTP
,Yes,50s,M,morning,daily,"romantic , lovely,modern , chic","beige , brown",ESTJ
,Yes,50s,M,morning,rarely,casual,"beige , brown,blue",INTJ
,Yes,30s,M,morning,daily,"casual,modern , chic","white,black,blue,red",ENFP
,Yes,20s,F,anytime,rarely,"romantic , lovely","pink , coral",ENFJ
,Yes,40s,M,morning,daily,"casual,freestyle","white,black,blue,green , mint",INTJ
,Yes,40s,M,evening,rarely,casual,"black,purple",ENFP
,Yes,40s,F,morning,weekly,"minimal , simple","black,beige , brown,blue",
,Yes,20s,F,,weekly,street,"black,green , mint,purple",ISTP
,Yes,30s,F,morning,weekly,"vintage,freestyle","white,black,beige , brown,green , mint",INFP
,Yes,40s,M,morning,daily,"romantic , lovely",white,ENFP
,Yes,30s,F,afternoon,weekly,"minimal , simple","white,black,beige , brown,blue,pink , coral,red",ISFJ
,Yes,20s,F,afternoon,weekly,"street,romantic , lovely,freestyle","white,black,pink , coral",ENFP
,Yes,20s,M,morning,weekly,"casual,sports,freestyle",black,INFJ
,Yes,20s,M,morning,daily,"minimal , simple","white,black,blue",INFJ
,Yes,40s,M,morning,weekly,casual,"black,green , mint",ENTP
,Yes,30s,F,anytime,rarely,"casual,minimal , simple,modern , chic","white,black,beige , brown,blue,pink , coral,red",
,Yes,30s,F,anytime,seasonal,"casual,minimal , simple",black,ISTJ
,Yes,50s,F,anytime,weekly,"casual,vintage,freestyle","white,pink , coral,purple",INFP
